Ano,Mês,Posição,Música,Artista,Gênero
2016,Maio,1,Seu Polícia,Zé Neto & Cristiano,Sertanejo
2016,Maio,2,Infiel,Marília Mendonça,Sertanejo / Sofrência
2016,Maio,3,Medo Bobo,Maiara & Maraisa,Sertanejo
2016,Maio,4,Bumbum Granada,MCs Zaac & Jerry,Funk
2016,Maio,5,Que Pena Que Acabou,Gusttavo Lima,Sertanejo
2016,Maio,6,O Nosso Santo Bateu,Matheus & Kauan,Sertanejo / Reggae
2016,Maio,7,Pronto Falei,Eduardo Costa,Sertanejo
2016,Maio,8,Como é que a Gente Fica,Henrique & Juliano,Sertanejo
2016,Maio,9,50 Reais,Naiara Azevedo part. Maiara & Maraisa,Sertanejo
2016,Maio,10,Cheia de Marra,MC Livinho,Funk
2016,Junho,1,Seu Polícia,Zé Neto & Cristiano,Sertanejo
2016,Junho,2,Medo Bobo,Maiara & Maraisa,Sertanejo
2016,Junho,3,Bumbum Granada,MCs Zaac & Jerry,Funk
2016,Junho,4,Infiel,Marília Mendonça,Sertanejo / Sofrência
2016,Junho,5,50 Reais,Naiara Azevedo part. Maiara & Maraisa,Sertanejo
2016,Junho,6,Que Pena Que Acabou,Gusttavo Lima,Sertanejo
2016,Junho,7,O Nosso Santo Bateu,Matheus & Kauan,Sertanejo / Reggae
2016,Junho,8,"Eu, Você, o Mar e Ela",Luan Santana,Sertanejo / Pop
2016,Junho,9,Como é que a Gente Fica,Henrique & Juliano,Sertanejo
2016,Junho,10,Malandramente,"Dennis, MCs Nandinho & Nego Bam",Funk
2016,Julho,1,Medo Bobo,Maiara & Maraisa,Sertanejo
2016,Julho,2,Seu Polícia,Zé Neto & Cristiano,Sertanejo
2016,Julho,3,50 Reais,Naiara Azevedo part. Maiara & Maraisa,Sertanejo
2016,Julho,4,Malandramente,"Dennis, MCs Nandinho & Nego Bam",Funk
2016,Julho,5,Bumbum Granada,MCs Zaac & Jerry,Funk
2016,Julho,6,Infiel,Marília Mendonça,Sertanejo / Sofrência
2016,Julho,7,"Eu, Você, o Mar e Ela",Luan Santana,Sertanejo / Pop
2016,Julho,8,O Nosso Santo Bateu,Matheus & Kauan,Sertanejo / Reggae
2016,Julho,9,Que Pena Que Acabou,Gusttavo Lima,Sertanejo
2016,Julho,10,Como é que a Gente Fica,Henrique & Juliano,Sertanejo
2016,Agosto,1,Medo Bobo,Maiara & Maraisa,Sertanejo
2016,Agosto,2,50 Reais,Naiara Azevedo part. Maiara & Maraisa,Sertanejo
2016,Agosto,3,Seu Polícia,Zé Neto & Cristiano,Sertanejo
2016,Agosto,4,Malandramente,"Dennis, MCs Nandinho & Nego Bam",Funk
2016,Agosto,5,Homem de Família,Gusttavo Lima,Sertanejo / Bachata
2016,Agosto,6,Infiel,Marília Mendonça,Sertanejo / Sofrência
2016,Agosto,7,"Eu, Você, o Mar e Ela",Luan Santana,Sertanejo / Pop
2016,Agosto,8,O Nosso Santo Bateu,Matheus & Kauan,Sertanejo / Reggae
2016,Agosto,9,A Flor e o Beija-Flor,Henrique & Juliano part. Marília Mendonça,Sertanejo
2016,Agosto,10,Coração Machucado,Wesley Safadão,Forró / Sertanejo
2016,Setembro,1,Homem de Família,Gusttavo Lima,Sertanejo / Bachata
2016,Setembro,2,Medo Bobo,Maiara & Maraisa,Sertanejo
2016,Setembro,3,50 Reais,Naiara Azevedo part. Maiara & Maraisa,Sertanejo
2016,Setembro,4,Sonha Comigo,Zé Neto & Cristiano,Sertanejo
2016,Setembro,5,Malandramente,"Dennis, MCs Nandinho & Nego Bam",Funk
2016,Setembro,6,Infiel,Marília Mendonça,Sertanejo / Sofrência
2016,Setembro,7,A Flor e o Beija-Flor,Henrique & Juliano part. Marília Mendonça,Sertanejo
2016,Setembro,8,"Eu, Você, o Mar e Ela",Luan Santana,Sertanejo / Pop
2016,Setembro,9,O Nosso Santo Bateu,Matheus & Kauan,Sertanejo / Reggae
2016,Setembro,10,Seu Polícia,Zé Neto & Cristiano,Sertanejo
2016,Outubro,1,Eu Sei de Cor,Marília Mendonça,Sertanejo / Sofrência
2016,Outubro,2,Homem de Família,Gusttavo Lima,Sertanejo / Bachata
2016,Outubro,3,"Dia, Lugar e Hora",Luan Santana,Sertanejo / Pop
2016,Outubro,4,Sonha Comigo,Zé Neto & Cristiano,Sertanejo
2016,Outubro,5,Medo Bobo,Maiara & Maraisa,Sertanejo
2016,Outubro,6,50 Reais,Naiara Azevedo part. Maiara & Maraisa,Sertanejo
2016,Outubro,7,A Flor e o Beija-Flor,Henrique & Juliano part. Marília Mendonça,Sertanejo
2016,Outubro,8,Decide Aí,Matheus & Kauan,Sertanejo
2016,Outubro,9,126 Cabides,Simone & Simaria,Sertanejo
2016,Outubro,10,Sim ou Não,Anitta part. Maluma,Pop / Reggaeton
2016,Novembro,1,Eu Sei de Cor,Marília Mendonça,Sertanejo / Sofrência
2016,Novembro,2,Homem de Família,Gusttavo Lima,Sertanejo / Bachata
2016,Novembro,3,"Dia, Lugar e Hora",Luan Santana,Sertanejo / Pop
2016,Novembro,4,Sonha Comigo,Zé Neto & Cristiano,Sertanejo
2016,Novembro,5,50 Reais,Naiara Azevedo part. Maiara & Maraisa,Sertanejo
2016,Novembro,6,Medo Bobo,Maiara & Maraisa,Sertanejo
2016,Novembro,7,Decide Aí,Matheus & Kauan,Sertanejo
2016,Novembro,8,Sim ou Não,Anitta part. Maluma,Pop / Reggaeton
2016,Novembro,9,126 Cabides,Simone & Simaria,Sertanejo
2016,Novembro,10,A Flor e o Beija-Flor,Henrique & Juliano part. Marília Mendonça,Sertanejo
2016,Dezembro,1,Eu Sei de Cor,Marília Mendonça,Sertanejo / Sofrência
2016,Dezembro,2,Homem de Família,Gusttavo Lima,Sertanejo / Bachata
2016,Dezembro,3,"Dia, Lugar e Hora",Luan Santana,Sertanejo / Pop
2016,Dezembro,4,Sonha Comigo,Zé Neto & Cristiano,Sertanejo
2016,Dezembro,5,Medo Bobo,Maiara & Maraisa,Sertanejo
2016,Dezembro,6,50 Reais,Naiara Azevedo part. Maiara & Maraisa,Sertanejo
2016,Dezembro,7,Sim ou Não,Anitta part. Maluma,Pop / Reggaeton
2016,Dezembro,8,Decide Aí,Matheus & Kauan,Sertanejo
2016,Dezembro,9,126 Cabides,Simone & Simaria,Sertanejo
2016,Dezembro,10,Seu Polícia,Zé Neto & Cristiano,Sertanejo
2015,Janeiro,1,Cuida Bem Dela,Henrique & Juliano,Sertanejo
2015,Janeiro,2,Agora (Ahora),Bruno & Marrone,Sertanejo
2015,Janeiro,3,Eu Não Merecia Isso,Luan Santana,Sertanejo
2015,Janeiro,4,Uptown Funk,Mark Ronson ft. Bruno Mars,Funk/Pop Internacional
2015,Janeiro,5,Thinking Out Loud,Ed Sheeran,Pop Internacional
2015,Janeiro,6,Um Degrau na Escada,Leonardo & Eduardo Costa,Sertanejo
2015,Janeiro,7,Nocaute,Jorge & Mateus,Sertanejo
2015,Janeiro,8,Suíte 14,Henrique & Diego ft. MC Guimê,Sertanejo/Funk
2015,Janeiro,9,Vai Vendo,Lucas Lucco,Sertanejo/Arrocha
2015,Janeiro,10,Toca Um João Mineiro e Marciano,Jads & Jadson,Sertanejo
2015,Fevereiro,1,Agora (Ahora),Bruno & Marrone,Sertanejo
2015,Fevereiro,2,Suíte 14,Henrique & Diego ft. MC Guimê,Sertanejo/Funk
2015,Fevereiro,3,Vai Vendo,Lucas Lucco,Sertanejo/Arrocha
2015,Fevereiro,4,Thinking Out Loud,Ed Sheeran,Pop Internacional
2015,Fevereiro,5,Love Me Like You Do,Ellie Goulding,Pop Internacional
2015,Fevereiro,6,Eu Não Merecia Isso,Luan Santana,Sertanejo
2015,Fevereiro,7,Sapequinha,Eduardo Costa,Sertanejo
2015,Fevereiro,8,Mudando de Assunto,Henrique & Juliano,Sertanejo
2015,Fevereiro,9,Poeira da Lua,Marcos & Belutti,Sertanejo
2015,Fevereiro,10,Toca Um João Mineiro e Marciano,Jads & Jadson,Sertanejo
2015,Março,1,Suíte 14,Henrique & Diego ft. MC Guimê,Sertanejo/Funk
2015,Março,2,Agora (Ahora),Bruno & Marrone,Sertanejo
2015,Março,3,Vai Vendo,Lucas Lucco,Sertanejo/Arrocha
2015,Março,4,Love Me Like You Do,Ellie Goulding,Pop Internacional
2015,Março,5,Escreve Aí,Luan Santana,Sertanejo
2015,Março,6,Presto Pouco,João Neto & Frederico,Sertanejo
2015,Março,7,Sapequinha,Eduardo Costa,Sertanejo
2015,Março,8,Mudando de Assunto,Henrique & Juliano,Sertanejo
2015,Março,9,See You Again,Wiz Khalifa ft. Charlie Puth,Hip-Hop/Pop Internacional
2015,Março,10,10 Minutos Longe de Você,Victor & Leo ft. Henrique & Juliano,Sertanejo
2015,Abril,1,Escreve Aí,Luan Santana,Sertanejo
2015,Abril,2,Suíte 14,Henrique & Diego ft. MC Guimê,Sertanejo/Funk
2015,Abril,3,10 Minutos Longe de Você,Victor & Leo ft. Henrique & Juliano,Sertanejo
2015,Abril,4,Mudando de Assunto,Henrique & Juliano,Sertanejo
2015,Abril,5,See You Again,Wiz Khalifa ft. Charlie Puth,Hip-Hop/Pop Internacional
2015,Abril,6,Isso Cê Num Conta,Bruno & Marrone,Sertanejo
2015,Abril,7,Lean On,Major Lazer & DJ Snake ft. MØ,Eletrônica/Pop Internacional
2015,Abril,8,Bem Feito,Thaeme & Thiago,Sertanejo
2015,Abril,9,Os Anjos Cantam,Jorge & Mateus,Sertanejo
2015,Abril,10,Hoje Eu Tô Terrível,Cristiano Araújo,Sertanejo
2015,Maio,1,Escreve Aí,Luan Santana,Sertanejo
2015,Maio,2,Mudando de Assunto,Henrique & Juliano,Sertanejo
2015,Maio,3,10 Minutos Longe de Você,Victor & Leo ft. Henrique & Juliano,Sertanejo
2015,Maio,4,Suíte 14,Henrique & Diego ft. MC Guimê,Sertanejo/Funk
2015,Maio,5,Lean On,Major Lazer & DJ Snake ft. MØ,Eletrônica/Pop Internacional
2015,Maio,6,Isso Cê Num Conta,Bruno & Marrone,Sertanejo
2015,Maio,7,Os Anjos Cantam,Jorge & Mateus,Sertanejo
2015,Maio,8,Bem Feito,Thaeme & Thiago,Sertanejo
2015,Maio,9,Hoje Eu Tô Terrível,Cristiano Araújo,Sertanejo
2015,Maio,10,Quando Deus Quer,Lucas Lucco,Sertanejo
2015,Junho,1,Escreve Aí,Luan Santana,Sertanejo
2015,Junho,2,Mudando de Assunto,Henrique & Juliano,Sertanejo
2015,Junho,3,10 Minutos Longe de Você,Victor & Leo ft. Henrique & Juliano,Sertanejo
2015,Junho,4,"Farra, Pinga e Foguete",Bruno & Barretto,Sertanejo
2015,Junho,5,Lean On,Major Lazer & DJ Snake ft. MØ,Eletrônica/Pop Internacional
2015,Junho,6,Isso Cê Num Conta,Bruno & Marrone,Sertanejo
2015,Junho,7,Hoje Eu Tô Terrível,Cristiano Araújo,Sertanejo
2015,Junho,8,Os Anjos Cantam,Jorge & Mateus,Sertanejo
2015,Junho,9,Bem Feito,Thaeme & Thiago,Sertanejo
2015,Junho,10,Quando Deus Quer,Lucas Lucco,Sertanejo
2015,Julho,1,Escreve Aí,Luan Santana,Sertanejo
2015,Julho,2,"Farra, Pinga e Foguete",Bruno & Barretto,Sertanejo
2015,Julho,3,Mudando de Assunto,Henrique & Juliano,Sertanejo
2015,Julho,4,Aquele 1%,Marcos & Belutti ft. Wesley Safadão,Sertanejo/Forró
2015,Julho,5,Deixa Ele Sofrer,Anitta,Pop/Funk
2015,Julho,6,Sapequinha,Eduardo Costa,Sertanejo
2015,Julho,7,10 Minutos Longe de Você,Victor & Leo ft. Henrique & Juliano,Sertanejo
2015,Julho,8,Lean On,Major Lazer & DJ Snake ft. MØ,Eletrônica/Pop Internacional
2015,Julho,9,Você Mente,Zé Felipe,Sertanejo
2015,Julho,10,Que Sorte a Nossa,Matheus & Kauan,Sertanejo
2015,Agosto,1,Aquele 1%,Marcos & Belutti ft. Wesley Safadão,Sertanejo/Forró
2015,Agosto,2,Escreve Aí,Luan Santana,Sertanejo
2015,Agosto,3,Sapequinha,Eduardo Costa,Sertanejo
2015,Agosto,4,"Farra, Pinga e Foguete",Bruno & Barretto,Sertanejo
2015,Agosto,5,Mudando de Assunto,Henrique & Juliano,Sertanejo
2015,Agosto,6,Que Sorte a Nossa,Matheus & Kauan,Sertanejo
2015,Agosto,7,What Do You Mean?,Justin Bieber,Pop Internacional
2015,Agosto,8,Amiga Linda,João Bosco & Vinícius,Sertanejo
2015,Agosto,9,Você Mente,Zé Felipe,Sertanejo
2015,Agosto,10,Deixa Ele Sofrer,Anitta,Pop/Funk
2015,Setembro,1,Aquele 1%,Marcos & Belutti ft. Wesley Safadão,Sertanejo/Forró
2015,Setembro,2,Escreve Aí,Luan Santana,Sertanejo
2015,Setembro,3,Que Sorte a Nossa,Matheus & Kauan,Sertanejo
2015,Setembro,4,"Farra, Pinga e Foguete",Bruno & Barretto,Sertanejo
2015,Setembro,5,What Do You Mean?,Justin Bieber,Pop Internacional
2015,Setembro,6,Sapequinha,Eduardo Costa,Sertanejo
2015,Setembro,7,Amiga Linda,João Bosco & Vinícius,Sertanejo
2015,Setembro,8,Mudando de Assunto,Henrique & Juliano,Sertanejo
2015,Setembro,9,Você Mente,Zé Felipe,Sertanejo
2015,Setembro,10,Não Quero Mais,Ludmilla ft. Belo,Pagode/Pop
2015,Outubro,1,Chuva de Arroz,Luan Santana,Sertanejo
2015,Outubro,2,Aquele 1%,Marcos & Belutti ft. Wesley Safadão,Sertanejo/Forró
2015,Outubro,3,Que Sorte a Nossa,Matheus & Kauan,Sertanejo
2015,Outubro,4,What Do You Mean?,Justin Bieber,Pop Internacional
2015,Outubro,5,Até Você Voltar,Henrique & Juliano,Sertanejo
2015,Outubro,6,"Farra, Pinga e Foguete",Bruno & Barretto,Sertanejo
2015,Outubro,7,Os Anjos Cantam,Jorge & Mateus,Sertanejo
2015,Outubro,8,Química,Biel,Funk/Pop
2015,Outubro,9,Camarote,Wesley Safadão,Forró
2015,Outubro,10,Bang,Anitta,Pop/Funk
2015,Novembro,1,Chuva de Arroz,Luan Santana,Sertanejo
2015,Novembro,2,Aquele 1%,Marcos & Belutti ft. Wesley Safadão,Sertanejo/Forró
2015,Novembro,3,Que Sorte a Nossa,Matheus & Kauan,Sertanejo
2015,Novembro,4,Hello,Adele,Pop Internacional
2015,Novembro,5,Até Você Voltar,Henrique & Juliano,Sertanejo
2015,Novembro,6,Camarote,Wesley Safadão,Forró
2015,Novembro,7,Bang,Anitta,Pop/Funk
2015,Novembro,8,Química,Biel,Funk/Pop
2015,Novembro,9,Sorry,Justin Bieber,Pop Internacional
2015,Novembro,10,O Que Acontece na Balada,Thaeme & Thiago,Sertanejo
2015,Dezembro,1,Chuva de Arroz,Luan Santana,Sertanejo
2015,Dezembro,2,Aquele 1%,Marcos & Belutti ft. Wesley Safadão,Sertanejo/Forró
2015,Dezembro,3,Hello,Adele,Pop Internacional
2015,Dezembro,4,Que Sorte a Nossa,Matheus & Kauan,Sertanejo
2015,Dezembro,5,Camarote,Wesley Safadão,Forró
2015,Dezembro,6,Sorry,Justin Bieber,Pop Internacional
2015,Dezembro,7,Bang,Anitta,Pop/Funk
2015,Dezembro,8,Na Hora da Raiva,Henrique & Juliano,Sertanejo
2015,Dezembro,9,Química,Biel,Funk/Pop
2015,Dezembro,10,Sosseguei,Jorge & Mateus,Sertanejo
2014,Janeiro,1,Zen,Anitta,Pop
2014,Janeiro,2,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Janeiro,3,Mozão,Lucas Lucco,Sertanejo
2014,Janeiro,4,Os 10 Mandamentos do Amor,Eduardo Costa,Sertanejo
2014,Janeiro,5,Fui Fiel,Gusttavo Lima,Sertanejo
2014,Janeiro,6,Cê Topa?,Luan Santana,Sertanejo
2014,Janeiro,7,Flores em Vida,Zezé Di Camargo & Luciano,Sertanejo
2014,Janeiro,8,Logo Eu,Jorge & Mateus,Sertanejo
2014,Janeiro,9,Guerra Fria,Sorriso Maroto part. Jorge & Mateus,Pagode
2014,Janeiro,10,Happy,Pharrell Williams,Pop Internacional
2014,Fevereiro,1,Zen,Anitta,Pop
2014,Fevereiro,2,Mozão,Lucas Lucco,Sertanejo
2014,Fevereiro,3,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Fevereiro,4,Cê Topa?,Luan Santana,Sertanejo
2014,Fevereiro,5,Os 10 Mandamentos do Amor,Eduardo Costa,Sertanejo
2014,Fevereiro,6,Fui Fiel,Gusttavo Lima,Sertanejo
2014,Fevereiro,7,"Caraca, Muleke!",Thiaguinho,Pagode
2014,Fevereiro,8,Flores em Vida,Zezé Di Camargo & Luciano,Sertanejo
2014,Fevereiro,9,Maus Bocados,Cristiano Araújo,Sertanejo
2014,Fevereiro,10,O Tempo Não Apaga,Victor & Leo,Sertanejo
2014,Março,1,O Tempo Não Apaga,Victor & Leo,Sertanejo
2014,Março,2,Cê Topa?,Luan Santana,Sertanejo
2014,Março,3,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Março,4,Mozão,Lucas Lucco,Sertanejo
2014,Março,5,Os 10 Mandamentos do Amor,Eduardo Costa,Sertanejo
2014,Março,6,"Caraca, Muleke!",Thiaguinho,Pagode
2014,Março,7,Flores em Vida,Zezé Di Camargo & Luciano,Sertanejo
2014,Março,8,Guerra Fria,Sorriso Maroto part. Jorge & Mateus,Pagode
2014,Março,9,Maus Bocados,Cristiano Araújo,Sertanejo
2014,Março,10,Vou Te Amarrar na Minha Cama,Bruno & Marrone,Sertanejo
2014,Abril,1,Cê Topa?,Luan Santana,Sertanejo
2014,Abril,2,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Abril,3,O Tempo Não Apaga,Victor & Leo,Sertanejo
2014,Abril,4,Mozão,Lucas Lucco,Sertanejo
2014,Abril,5,Flores em Vida,Zezé Di Camargo & Luciano,Sertanejo
2014,Abril,6,"Caraca, Muleke!",Thiaguinho,Pagode
2014,Abril,7,Calma,Jorge & Mateus,Sertanejo
2014,Abril,8,Vou Te Amarrar na Minha Cama,Bruno & Marrone,Sertanejo
2014,Abril,9,Ressentimento,Jads & Jadson,Sertanejo
2014,Abril,10,Cê Que Sabe,Cristiano Araújo,Sertanejo
2014,Maio,1,Cê Topa?,Luan Santana,Sertanejo
2014,Maio,2,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Maio,3,Calma,Jorge & Mateus,Sertanejo
2014,Maio,4,Flores em Vida,Zezé Di Camargo & Luciano,Sertanejo
2014,Maio,5,Vou Te Amarrar na Minha Cama,Bruno & Marrone,Sertanejo
2014,Maio,6,"Caraca, Muleke!",Thiaguinho,Pagode
2014,Maio,7,Cê Que Sabe,Cristiano Araújo,Sertanejo
2014,Maio,8,Até Você Voltar,Henrique & Juliano,Sertanejo
2014,Maio,9,Coração Apertado,Thaeme & Thiago,Sertanejo
2014,Maio,10,Ressentimento,Jads & Jadson,Sertanejo
2014,Junho,1,Cê Topa?,Luan Santana,Sertanejo
2014,Junho,2,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Junho,3,Vou Te Amarrar na Minha Cama,Bruno & Marrone,Sertanejo
2014,Junho,4,Calma,Jorge & Mateus,Sertanejo
2014,Junho,5,Até Você Voltar,Henrique & Juliano,Sertanejo
2014,Junho,6,Flores em Vida,Zezé Di Camargo & Luciano,Sertanejo
2014,Junho,7,Cê Que Sabe,Cristiano Araújo,Sertanejo
2014,Junho,8,Coração Apertado,Thaeme & Thiago,Sertanejo
2014,Junho,9,Sorte é Ter Você (Carolinas),João Bosco & Vinícius,Sertanejo
2014,Junho,10,Te Dar um Beijo,Michel Teló part. Prince Royce,Sertanejo
2014,Julho,1,Cê Topa?,Luan Santana,Sertanejo
2014,Julho,2,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Julho,3,Calma,Jorge & Mateus,Sertanejo
2014,Julho,4,Até Você Voltar,Henrique & Juliano,Sertanejo
2014,Julho,5,Vou Te Amarrar na Minha Cama,Bruno & Marrone,Sertanejo
2014,Julho,6,Tudo com Você,Victor & Leo,Sertanejo
2014,Julho,7,Coração Apertado,Thaeme & Thiago,Sertanejo
2014,Julho,8,Sorte é Ter Você (Carolinas),João Bosco & Vinícius,Sertanejo
2014,Julho,9,Te Dar um Beijo,Michel Teló part. Prince Royce,Sertanejo
2014,Julho,10,Quem É,Paula Fernandes,Sertanejo
2014,Agosto,1,Tudo com Você,Victor & Leo,Sertanejo
2014,Agosto,2,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Agosto,3,Calma,Jorge & Mateus,Sertanejo
2014,Agosto,4,Até Você Voltar,Henrique & Juliano,Sertanejo
2014,Agosto,5,Cê Topa?,Luan Santana,Sertanejo
2014,Agosto,6,Vou Te Amarrar na Minha Cama,Bruno & Marrone,Sertanejo
2014,Agosto,7,Coração Apertado,Thaeme & Thiago,Sertanejo
2014,Agosto,8,Sorte é Ter Você (Carolinas),João Bosco & Vinícius,Sertanejo
2014,Agosto,9,Recaídas,Henrique & Juliano,Sertanejo
2014,Agosto,10,Quem É,Paula Fernandes,Sertanejo
2014,Setembro,1,Tudo com Você,Victor & Leo,Sertanejo
2014,Setembro,2,Até Você Voltar,Henrique & Juliano,Sertanejo
2014,Setembro,3,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Setembro,4,Calma,Jorge & Mateus,Sertanejo
2014,Setembro,5,Cê Topa?,Luan Santana,Sertanejo
2014,Setembro,6,Você Me Vira a Cabeça,Bruno & Marrone,Sertanejo
2014,Setembro,7,Ele Não Vai Mudar,João Neto & Frederico,Sertanejo
2014,Setembro,8,Recaídas,Henrique & Juliano,Sertanejo
2014,Setembro,9,Tudo Que Você Quiser,Luan Santana,Sertanejo
2014,Setembro,10,Summer,Calvin Harris,Pop Internacional
2014,Outubro,1,Tudo com Você,Victor & Leo,Sertanejo
2014,Outubro,2,Até Você Voltar,Henrique & Juliano,Sertanejo
2014,Outubro,3,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Outubro,4,Calma,Jorge & Mateus,Sertanejo
2014,Outubro,5,Cuida Bem Dela,Henrique & Juliano,Sertanejo
2014,Outubro,6,Você Me Vira a Cabeça,Bruno & Marrone,Sertanejo
2014,Outubro,7,Ele Não Vai Mudar,João Neto & Frederico,Sertanejo
2014,Outubro,8,Tudo Que Você Quiser,Luan Santana,Sertanejo
2014,Outubro,9,Pega Eu e Leva pra Você,Leonardo,Sertanejo
2014,Outubro,10,Meu Mundo e Nada Mais,Daniel,Sertanejo
2014,Novembro,1,Tudo com Você,Victor & Leo,Sertanejo
2014,Novembro,2,Cuida Bem Dela,Henrique & Juliano,Sertanejo
2014,Novembro,3,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Novembro,4,Até Você Voltar,Henrique & Juliano,Sertanejo
2014,Novembro,5,Calma,Jorge & Mateus,Sertanejo
2014,Novembro,6,Você Me Vira a Cabeça,Bruno & Marrone,Sertanejo
2014,Novembro,7,Liga Lá em Casa,Leonardo,Sertanejo
2014,Novembro,8,Tudo Que Você Quiser,Luan Santana,Sertanejo
2014,Novembro,9,Meu Mundo e Nada Mais,Daniel,Sertanejo
2014,Novembro,10,Dark Horse,Katy Perry ft. Juicy J,Pop Internacional
2014,Dezembro,1,Cuida Bem Dela,Henrique & Juliano,Sertanejo
2014,Dezembro,2,Domingo de Manhã,Marcos & Belutti,Sertanejo
2014,Dezembro,3,Tudo com Você,Victor & Leo,Sertanejo
2014,Dezembro,4,Até Você Voltar,Henrique & Juliano,Sertanejo
2014,Dezembro,5,Calma,Jorge & Mateus,Sertanejo
2014,Dezembro,6,Tudo Que Você Quiser,Luan Santana,Sertanejo
2014,Dezembro,7,Você Me Vira a Cabeça,Bruno & Marrone,Sertanejo
2014,Dezembro,8,Liga Lá em Casa,Leonardo,Sertanejo
2014,Dezembro,9,Summer,Calvin Harris,Pop Internacional
2014,Dezembro,10,Rude,Magic!,Pop Internacional
2013,Janeiro,1,Sogrão Caprichou,Luan Santana,Sertanejo
2013,Janeiro,2,Amor de Chocolate,Naldo Benny,Pop/Funk
2013,Janeiro,3,Esse Cara Sou Eu,Roberto Carlos,MPB/Romântico
2013,Janeiro,4,Diamonds,Rihanna,Pop/R&B
2013,Janeiro,5,Don't You Worry Child,Swedish House Mafia,Electronic/Dance
2013,Janeiro,6,Vidro Fumê,Bruno & Marrone,Sertanejo
2013,Janeiro,7,Vagalumes,Pollo part. Ivo Mozart,Pop Rap
2013,Janeiro,8,Deserto,Thaeme & Thiago,Sertanejo
2013,Janeiro,9,93 Million Miles,Jason Mraz,Pop/Folk
2013,Janeiro,10,Choro,Leonardo,Sertanejo
2013,Fevereiro,1,Sogrão Caprichou,Luan Santana,Sertanejo
2013,Fevereiro,2,Amor de Chocolate,Naldo Benny,Pop/Funk
2013,Fevereiro,3,Vagalumes,Pollo part. Ivo Mozart,Pop Rap
2013,Fevereiro,4,Don't You Worry Child,Swedish House Mafia,Electronic/Dance
2013,Fevereiro,5,Vidro Fumê,Bruno & Marrone,Sertanejo
2013,Fevereiro,6,Esse Cara Sou Eu,Roberto Carlos,MPB/Romântico
2013,Fevereiro,7,Diamonds,Rihanna,Pop/R&B
2013,Fevereiro,8,Deserto,Thaeme & Thiago,Sertanejo
2013,Fevereiro,9,Choro,Leonardo,Sertanejo
2013,Fevereiro,10,93 Million Miles,Jason Mraz,Pop/Folk
2013,Março,1,Sogrão Caprichou,Luan Santana,Sertanejo
2013,Março,2,Te Esperando,Luan Santana,Sertanejo
2013,Março,3,Vidro Fumê,Bruno & Marrone,Sertanejo
2013,Março,4,Vagalumes,Pollo part. Ivo Mozart,Pop Rap
2013,Março,5,Amor de Chocolate,Naldo Benny,Pop/Funk
2013,Março,6,Deserto,Thaeme & Thiago,Sertanejo
2013,Março,7,Don't You Worry Child,Swedish House Mafia,Electronic/Dance
2013,Março,8,Choro,Leonardo,Sertanejo
2013,Março,9,93 Million Miles,Jason Mraz,Pop/Folk
2013,Março,10,Amiga da Minha Irmã,Michel Teló,Sertanejo
2013,Abril,1,Vidro Fumê,Bruno & Marrone,Sertanejo
2013,Abril,2,Te Esperando,Luan Santana,Sertanejo
2013,Abril,3,Vagalumes,Pollo part. Ivo Mozart,Pop Rap
2013,Abril,4,Amor de Chocolate,Naldo Benny,Pop/Funk
2013,Abril,5,Sogrão Caprichou,Luan Santana,Sertanejo
2013,Abril,6,Show das Poderosas,Anitta,Pop/Funk
2013,Abril,7,Deserto,Thaeme & Thiago,Sertanejo
2013,Abril,8,Don't You Worry Child,Swedish House Mafia,Electronic/Dance
2013,Abril,9,Choro,Leonardo,Sertanejo
2013,Abril,10,Amiga da Minha Irmã,Michel Teló,Sertanejo
2013,Maio,1,Te Esperando,Luan Santana,Sertanejo
2013,Maio,2,Vidro Fumê,Bruno & Marrone,Sertanejo
2013,Maio,3,Show das Poderosas,Anitta,Pop/Funk
2013,Maio,4,Vagalumes,Pollo part. Ivo Mozart,Pop Rap
2013,Maio,5,Amor de Chocolate,Naldo Benny,Pop/Funk
2013,Maio,6,Deserto,Thaeme & Thiago,Sertanejo
2013,Maio,7,Choro,Leonardo,Sertanejo
2013,Maio,8,Amiga da Minha Irmã,Michel Teló,Sertanejo
2013,Maio,9,Conto até 10,George Henrique & Rodrigo part. Jorge & Mateus,Sertanejo
2013,Maio,10,Diz pra mim (Just Give Me A Reason),Gusttavo Lima,Sertanejo/Pop
2013,Junho,1,Te Esperando,Luan Santana,Sertanejo
2013,Junho,2,Show das Poderosas,Anitta,Pop/Funk
2013,Junho,3,Vidro Fumê,Bruno & Marrone,Sertanejo
2013,Junho,4,Vagalumes,Pollo part. Ivo Mozart,Pop Rap
